"age_clean","gender_clean","country_of_birth_clean","fluent_languages_clean","readable_languages_clean","target_grade","assignment_preference","trimester_or_semester_clean","university_year","enrolled_unit","weekly_study_hours","assignments_on_time","used_r_before","wam_clean","team_role_type","pay_rent_clean","living_arrangements","work_status","weekly_paid_work_hours","weekly_exercise_hours","diet_style_clean","average_daily_sleep_clean","sleep_schedule","weekly_food_spend","weekly_alcohol_clean","daily_anxiety_frequency","social_media_clean","relationship_status_clean","drivers_license_clean","sibling_count_clean","allergy_count_clean","steak_preference_clean","dominant_hand","computer_os_clean","believe_in_aliens","random_number","favourite_number","favourite_letter_clean","urinal_choice","stall_choice","weetbix_count"
22,"Female","China",2,3,"Credit","cram at the last second","Semester","Third year","DATA2002",24,"Always","Yes",60,6,"Yes","Share house","I don't currently work",0,6,"omnivorous",7,4,300,"<5",6,"Tiktok","No","Yes",1,0,"medium-well done","Right","Windows","Yes",7,7,"o","C: Furthest from the entrance","C: Furthest from the entrance",0
24,"Female","Australia",2,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester",NA,"DATA2002",NA,"Always","Yes",NA,9,"No","With parent(s) and partner","Casual",24,9,"omnivorous",7,3,NA,"5-10",8,"Tiktok","Yes","No",1,NA,"medium-rare","Right","MacOS","Yes",7,7,"f","C: Furthest from the entrance","A: Closest to the entrance",2
25,"Female","Denmark",2,2.5,"Pass","cram at the last second","Quadmester","Third year","DATA2002",NA,"Always","Yes",NA,7,"Yes","College or student accomodation","I don't currently work",0,5,"omnivorous",7,3,165,"5-10",7,"Instagram","No","Yes",1,3,"medium-rare","Right","MacOS","No",9,2,NA,"C: Furthest from the entrance","B: Middle",3
20,"Male","Vietnam",2,2,"High Distinction","cram at the last second","Semester","Second year","DATA2902",6,"Usually","Yes",87,8,"No","With partner","I don't currently work",0,0,"omnivorous",8,6,100,"0",7,"Instagram","No","Yes",0,0,"medium-rare","Right","Windows","Yes",7,7,"t","A: Closest to the entrance","A: Closest to the entrance",0
20,"Male","China",2,2,"High Distinction","do them immediately","Semester","Second year","DATA2002",25,"Always","Yes",85,7,"Yes","College or student accomodation","I don't currently work",0,4,"omnivorous",8,8,200,"0",7,"Wechat","No","Yes",1,1,"medium-rare","Right","MacOS","Yes",4,7,"k","C: Furthest from the entrance","B: Middle",0
21,"Female","South Africa",1,2,"Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",2,"Always","Yes",82,7,"No","With parent(s) and/or sibling(s)","Casual",16,4.5,"omnivorous",8,7,85,"5-10",2,"Instagram","No","Yes",2,0,"medium","Right","MacOS","No",5,9,NA,NA,"C: Furthest from the entrance",3
19,"Female","China",3,2,"High Distinction","cram at the last second","Semester","Second year","DATA2002",40,"Usually","Yes",84,4,"No","Alone","I don't currently work",0,4,"omnivorous",8,8,250,"<5",2,"Wechat","Yes","No",1,1,"medium-well done","Right","MacOS","No",6,8,"l","B: Middle","B: Middle",2
21,"Male","Australia",1,1,"Credit","cram at the last second","Semester","Third year","DATA2002",2,"Usually","Yes",65,8,"No","College or student accomodation","Casual",20,30,"omnivorous",8,4,200,">20",1,"Other","No","Yes",2,0,"rare","Right","MacOS","Yes",3,NA,"a","C: Furthest from the entrance","C: Furthest from the entrance",14
19,"Female","Australia",2,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2902",5,"Always","Yes",88,10,"No","With parent(s) and/or sibling(s)","Casual",7,5,"omnivorous",7.5,7,10,"0",4,"Instagram","No","Yes",2,0,"medium","Right","Windows","No",9,4,"l","C: Furthest from the entrance","C: Furthest from the entrance",2
19,NA,"Australia",1,1.5,"Distinction","cram at the last second","Semester","Second year","DATA2002",7,"Always","Yes",69,5,"Partly","College or student accomodation","Part time",6,1,"pescatarian",8,6,5,"5-10",9,"Other","No","Learner License",3,0,NA,"Ambidextrous","Windows","Yes",7,7,"s","C: Furthest from the entrance","C: Furthest from the entrance",2
22,"Male","China",4,3,"Credit","draw up a schedule and work through it in planned stages","Semester","Third year","DATA2002",25,"Usually","Yes",70,7,"Yes","Alone","Full time",0,4,"omnivorous",6,4,150,"0",8,"Bilibili","No","No",0,0,"medium-well done","Right","MacOS","Yes",6,6,"f","C: Furthest from the entrance","C: Furthest from the entrance",2
19,"Female","Australia",2,1,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",33,"Always","Yes",NA,8,"No","With parent(s) and/or sibling(s)","Part time",9,0,"omnivorous",8,8,20,"0",10,"Instagram","No","Yes",2,0,"medium-rare","Right","Windows","No",8,8,"b","C: Furthest from the entrance","C: Furthest from the entrance",0
19,"Female","Australia",1,1,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",30,"Always","Yes",NA,7,"No","With parent(s) and/or sibling(s)","Self employed",2,NA,"omnivorous",7,2,20,"0",7,"Tiktok","No","Yes",2,1,"medium","Right","MacOS","Yes",4,7,"l","C: Furthest from the entrance","C: Furthest from the entrance",0
23,"Male","Singapore",2,2,"Pass","draw up a schedule and work through it in planned stages","Semester","Third year","DATA2002",8,"Always","Yes",70,9,"Yes","With parent(s) and/or sibling(s)",NA,0,6,"omnivorous",6,8,80,"0",5,"Instagram","Yes","Yes",1,1,"medium","Right","Windows","Yes",8,8,"b","A: Closest to the entrance","C: Furthest from the entrance",0
18,"Male","Australia",2,2,"Distinction","cram at the last second","Semester","Second year","DATA2002",10,"Usually","Yes",NA,6,"No","With parent(s) and/or sibling(s)","I don't currently work",0,6,"omnivorous",7,4,40,"<5",4,"Youtube","Yes","Yes",1,0,"medium-rare","Right","Windows","Yes",6,9,"r","C: Furthest from the entrance","C: Furthest from the entrance",NA
26,"Male","China",4,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Fifth or higher year","DATA2002",20,"Usually","Yes",69,5,"Yes","Share house","I don't currently work",0,2,"omnivorous",6.5,6,500,"<5",8,"Other","Yes","Yes",0,0,"medium","Right","MacOS","Yes",7,7,"v","C: Furthest from the entrance","C: Furthest from the entrance",0
19,"Male","Vietnam",2,2,"High Distinction","cram at the last second","Semester","Second year","DATA2002",3,"Usually","Yes",91,10,"Yes","with friends","Contractor",4,0,"omnivorous",7,10,150,"<5",10,"Youtube","No","No",1,0,"medium-rare","Right","Windows","Yes",7,7,"e","C: Furthest from the entrance","C: Furthest from the entrance",0
20,"Female","Indonesia",3,3,"High Distinction","do them immediately","Semester","Second year","DATA2002",30,"Always","Yes",6,9,"Yes","With parent(s) and/or sibling(s)","I don't currently work",0,7,"omnivorous",6,8,30,"0",7,"Instagram","No","Yes",0,0,"medium","Right","MacOS","Yes",8,8,"j","B: Middle","B: Middle",2
25,"Male","Australia",1,NA,"Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",42,"Always","Yes",71,8,"No","With partner","I don't currently work",0,10,"vegetarian",7.2,10,40,"<5",1,"Youtube","Yes","Yes",1,0,NA,"Left","MacOS","Yes",2,7,"k","A: Closest to the entrance","A: Closest to the entrance",6
21,"Female","Australia",2,1,"Distinction","draw up a schedule and work through it in planned stages","Semester",NA,"DATA2002",NA,"Always","Yes",NA,5,"No","With parent(s) and/or sibling(s)","Part time",18,NA,"omnivorous",8,3,150,"0",2,"None","Yes","Yes",1,NA,"medium-rare","Right","MacOS","Yes",2,2,"s","C: Furthest from the entrance","C: Furthest from the entrance",0
19,"Female","China",3,2,"High Distinction","do them immediately","Semester","First year","DATA2002",10,"Always","Yes",78,8,"Yes","With partner","Casual",0,2,"omnivorous",9,8,10,"0",2,"Instagram","Yes","Yes",0,0,"medium","Right",NA,"Yes",7,10,"s","C: Furthest from the entrance","C: Furthest from the entrance",1
19,"Female","Australia",3,4,"Distinction","cram at the last second","Semester","Second year","DATA2002",5,"Usually","Yes",70,4,"No","With parent(s) and/or sibling(s)","Casual",13,0.5,"omnivorous",8,5,300,"<5",4,"Instagram","Yes","Yes",4,0,"medium-well done","Right","MacOS","Yes",2,2,"r","C: Furthest from the entrance","C: Furthest from the entrance",0
21,"Male","China",2,2,"Credit","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",5,"Always","Yes",72,7,"Yes","Share house","I don't currently work",0,6,"omnivorous",7,8,400,"0",3,"Bilibili","Yes","Yes",0,0,"well done","Left","Windows","Yes",10,1,"a","B: Middle","B: Middle",0
21,"Male","Malaysia",2,2,"Distinction","cram at the last second","Trimester","Second year","DATA2002",20,"Usually","Yes",NA,7,"Yes","Share house","I don't currently work",0,7,"omnivorous",5,2,100,"0",9,"Instagram","No","Yes",3,1,"medium-well done","Right","MacOS","No",7,7,"h","C: Furthest from the entrance","C: Furthest from the entrance",0
20,"Female","China",2,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",50,"Always","No",84,9,"Yes","College or student accomodation","I don't currently work",0,0,"omnivorous",8.5,5,NA,"0",3,"Twitter","No","No",1,2,"medium-well done","Right","Windows","No",7,7,"z",NA,"C: Furthest from the entrance",2
22,NA,NA,2,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Third year","DATA2002",10,"Always","Yes",NA,6,"Yes","With partner","Contractor",3,3,NA,10,7,100,"0",2,"Twitter","Yes","Yes",1,3,"medium-rare","Left","MacOS","Yes",8,10,"m","C: Furthest from the entrance","B: Middle",NA
21,"Male","Australia",1,1,"Distinction","cram at the last second","Semester","Second year","DATA2002",20,"Sometimes","Yes",73,6,"Yes","College or student accomodation","Casual",3,4,NA,7,4,130,"0",5,"Other","No","Yes",3,0,"medium-rare","Right","MacOS","No",4,4,"h","C: Furthest from the entrance","C: Furthest from the entrance",5
20,"Female","Australia",NA,2,"Distinction","draw up a schedule and work through it in planned stages","Semester",NA,"DATA2002",10,NA,"Yes",NA,7,"No","With parent(s) and/or sibling(s)","Part time",NA,NA,"omnivorous",6,3,NA,NA,9,"Tiktok","No","Yes",0,NA,"medium","Right","Windows","Yes",7,7,"c","C: Furthest from the entrance","C: Furthest from the entrance",0
21,"Female","China",2,3,"Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",25,"Always","Yes",78,7,"Yes","Alone","I don't currently work",0,7,"omnivorous",8,4,280,"<5",6,"Instagram","No","Yes",1,3,"medium-well done","Right","MacOS","Yes",3,3,"c","C: Furthest from the entrance","C: Furthest from the entrance",2
20,"Female","China",2,2,"High Distinction","cram at the last second","Semester","Second year","DATA2002",38,"Always","Yes",68,3,"Yes","Share house","I don't currently work",0,2,"omnivorous",9,2,100,"0",7,"Wechat","No","No",0,2,"well done","Right","Windows","Yes",6,4,"u",NA,"B: Middle",0
21,"Male","China",2,10,"High Distinction","cram at the last second","Semester","Third year","DATA2002",56,"Always","Yes",75,8,"No","Alone","I don't currently work",0,1,"omnivorous",6.5,1,250,"<5",10,"Tiktok","No","Yes",0,0,"medium","Right","Windows","No",3,3,"a","C: Furthest from the entrance","C: Furthest from the entrance",0
21,"Female","China",3,3,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",30,"Usually","Yes",76,1,"Yes","Share house","I don't currently work",0,5,"omnivorous",8,2,130,"<5",5,"Bilibili","No","No",1,0,"well done","Right","Windows","Yes",6,9,"r","C: Furthest from the entrance","C: Furthest from the entrance",2
20,"Female","China",3,3,"Distinction","draw up a schedule and work through it in planned stages","Trimester","First year","DATA2002",26,"Always","Yes",72,8,"Yes","Alone","I don't currently work",0,8,"omnivorous",7.5,8,288,"<5",6,"Other","No","No",0,0,"medium","Right","MacOS","Yes",7,8,"y","C: Furthest from the entrance","C: Furthest from the entrance",2
22,"Male","Australia",1,1,"Distinction","cram at the last second","Semester","Fourth year","DATA2902",5,"Always","Yes",73,7,"No","With parent(s) and/or sibling(s)","Casual",24,7,"omnivorous",6,2,200,"5-10",5,"Instagram","No","Yes",2,0,"medium-rare","Right","Windows","Yes",6,6,"j","C: Furthest from the entrance","C: Furthest from the entrance",6
21,"Male","China",2,3,"Distinction","cram at the last second","Semester","Third year","DATA2002",15,"Always","Yes",65,4,"Yes","Share house","I don't currently work",0,0,"pescatarian",6,1,400,"<5",2,"Wechat","Yes","No",1,0,"well done","Left","Windows","Yes",7,7,"s","C: Furthest from the entrance","C: Furthest from the entrance",2
19,"Female","Bangladesh",2,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",55,"Always","Yes",NA,7,"No","With parent(s) and/or sibling(s)","Self employed",3,4,"omnivorous",8,6,50,"0",5,"Instagram","No","Yes",0,0,"medium-rare","Right","MacOS","No",7,4,"a","C: Furthest from the entrance","C: Furthest from the entrance",3
21,"Female","China",2,2,"Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",50,"Always","Yes",60,6,"Yes","Share house","I don't currently work",0,1,"omnivorous",7.5,4,150,"0",6,"Youtube","No","Yes",1,1,"medium-well done","Right","MacOS","Yes",7,7,"x","C: Furthest from the entrance","C: Furthest from the entrance",1
19,"Female","China",2,3,"High Distinction","cram at the last second","Semester","Second year","DATA2002",4,"Usually","No",78,3,"Yes","Share house","I don't currently work",0,1,"omnivorous",10,1,500,"0",8,"Instagram","No","No",0,2,"well done","Right","MacOS","Yes",2,7,"a","C: Furthest from the entrance","C: Furthest from the entrance",2
20,"Male","Bangladesh",2,1,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Third year","DATA2002",20,"Always","Yes",81,8,"No","With parent(s) and/or sibling(s)","Full time",40,12,"omnivorous",6.5,6,200,"0",5,"Instagram","Yes","Yes",1,2,NA,"Right","MacOS","Yes",8,7,"s","C: Furthest from the entrance","B: Middle",4
20,"Male","Australia",2,2,"Distinction","cram at the last second","Semester","Third year","DATA2002",35,"Always","Yes",70,8,"No","With parent(s) and/or sibling(s)","Self employed",20,9,"omnivorous",9,8,200,"0",3,"Instagram","No","Yes",2,0,"medium-well done","Right","MacOS","Yes",7,7,"a","C: Furthest from the entrance","C: Furthest from the entrance",5
19,"Male","China",2,1,"High Distinction","do them immediately","Semester","Second year","DATA2902",5,"Always","Yes",88,7,"Yes","With parent(s) and/or sibling(s)","Casual",6,3,NA,8,8,50,"<5",2,"Instagram","No","Yes",1,0,"medium-well done","Right","Windows","Yes",4,9,"g","A: Closest to the entrance","B: Middle",2
21,"Female","Myanmar",3,5,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Third year","DATA2002",10,"Usually","Yes",78,9,"Yes","College or student accomodation","I don't currently work",15,2,"carnivore",7,7,250,"<5",7,"Tiktok","No","Yes",2,0,"medium-well done","Right","MacOS","Yes",10,10,"a","C: Furthest from the entrance","B: Middle",0
20,"Male",NA,2,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",15,"Always","Yes",70,6,"Yes","With partner","Casual",0,5,"omnivorous",8,6,150,"0",5,"Instagram","Yes","Yes",2,2,"medium-well done","Right","MacOS","No",6,8,"b","C: Furthest from the entrance","B: Middle",1
19,"Female","Australia",1,1,"High Distinction","cram at the last second","Semester","Second year","DATA2902",10,"Always","Yes",82,7,"No","With parent(s) and/or sibling(s)","Part time",13,4,"omnivorous",6,4,20,"0",9,"Other","No","Yes",2,0,"medium","Right","Windows","No",3,3,"n","C: Furthest from the entrance","C: Furthest from the entrance",3
21,"Female","China",2,2,"Distinction","draw up a schedule and work through it in planned stages","Semester","Third year","DATA2002",17,"Always","Yes",NA,4,"Yes","Share house","Casual",16,3,"omnivorous",9.5,8,200,"<5",6,"Other","No","Yes",0,1,"medium-well done","Right","MacOS","Yes",8,8,"s","C: Furthest from the entrance","C: Furthest from the entrance",0
21,"Male","China",2,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",21,"Always","No",85,10,"Yes","Share house","I don't currently work",0,4,"omnivorous",6.5,8,200,"<5",6,"Instagram","No","Yes",0,0,"medium-well done","Right","MacOS","Yes",6,9,"j","C: Furthest from the entrance","C: Furthest from the entrance",0
21,"Female","China",2,3,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Third year","DATA2002",35,"Always","Yes",73,9,"Yes","College or student accomodation","Casual",5,5,"omnivorous",8,9,50,"0",5,"Tiktok","No","Yes",2,5,"medium-well done","Right","Windows","Yes",2,2,"z","B: Middle","C: Furthest from the entrance",1
20,"Female","China",2,2,"Distinction","cram at the last second","Semester","First year","DATA2002",3,"Always","Yes",66,7,"No","College or student accomodation","I don't currently work",0,2,"omnivorous",6,5,200,"<5",8,"Wechat","No","Yes",5,0,"medium","Right","MacOS","Yes",5,4,"j","C: Furthest from the entrance","B: Middle",0
21,"Male","China",2,2,"Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",40,"Always","Yes",80,8,"Yes","Share house","Casual",10,5,"omnivorous",7,9,200,"<5",3,"Youtube","No","Yes",0,4,"medium","Ambidextrous","Windows","No",7,7,"c","C: Furthest from the entrance","C: Furthest from the entrance",0
20,"Female","China",2,2,"Distinction","draw up a schedule and work through it in planned stages","Semester","First year","DATA2002",30,"Usually","Yes",25,6,"Yes","Share house","I don't currently work",0,8,"pescatarian",9,8,180,"0",3,"Bilibili","No","No",1,0,"medium-well done","Right","Windows","No",6,8,"a","B: Middle","B: Middle",2
21,"Other","Philippines",2,4,"Pass","draw up a schedule and work through it in planned stages","Semester","Third year","DATA2002",40,"Always","Yes",75,10,"Yes","College or student accomodation","I don't currently work",0,3,"pescatarian",6,4,210,"5-10",4,"Instagram","No","No",0,3,"medium-rare","Right","Windows","Yes",3,8,"w","C: Furthest from the entrance","C: Furthest from the entrance",0
20,"Male","Australia",2,2,"High Distinction","do them immediately","Semester","Second year","DATA2002",20,"Usually","Yes",75,7,"Yes","College or student accomodation","Part time",0,4,"omnivorous",7.5,4,150,"0",7,"Twitter","No","Yes",0,1,"medium-well done","Right","Windows","No",7,7,"e","C: Furthest from the entrance","A: Closest to the entrance",0
19,"Female","Australia",2,1,"High Distinction","cram at the last second","Semester","Second year","DATA2002",7,"Usually","Yes",87,9,"No","With parent(s) and/or sibling(s)","Part time",9,4,"omnivorous",6,1,20,"<5",7,"Instagram","No","Yes",1,0,"medium-rare","Right","MacOS","Yes",6,8,"e","C: Furthest from the entrance","B: Middle",2
20,"Male","Australia",1,1,"Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2902",15,"Always","Yes",NA,7,"No","Sharehouse with Partners and Siblings","I don't currently work",0,0,"omnivorous",8,8,0,"<5",4,"Instagram","Yes","Learner License",1,0,"medium-rare","Right","Windows","Yes",6,7,"s","A: Closest to the entrance","A: Closest to the entrance",2
20,"Female","United States",2,1,"Distinction","draw up a schedule and work through it in planned stages","Semester","Third year","DATA2002",25,"Always","No",78,10,"Yes","With parent(s) and/or sibling(s)","Part time",23,5,"omnivorous",7,8,40,"<5",2,"Instagram","Yes","Yes",1,0,"medium-well done","Right","MacOS","No",10,7,"s","C: Furthest from the entrance","C: Furthest from the entrance",30
20,"Male","Malaysia",3,3,"Distinction","do them immediately","Semester","Second year","DATA2002",7,"Usually","Yes",74,6,"Yes","College or student accomodation","I don't currently work",0,4,"omnivorous",8,4,315,"0",9,"Discord","Yes","Yes",1,1,"medium","Right","Windows","Yes",5,7,"q","C: Furthest from the entrance","A: Closest to the entrance",0
21,"Male","Australia",1,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Third year","DATA2002",15,"Always","Yes",85,8,"No","With parent(s) and/or sibling(s)","Casual",15,12,"omnivorous",7,4,75,"0",6,"Instagram","Yes","Yes",3,0,"medium-rare","Right","MacOS","Yes",4,4,"c","A: Closest to the entrance","A: Closest to the entrance",4
NA,"Female","China",2,3,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",40,"Always","Yes",87,8,"Yes","College or student accomodation","Full time",0,1,"omnivorous",7,7,NA,"0",4,"Bilibili","No","Yes",0,0,"well done","Right","Windows","Yes",1,1,"v","A: Closest to the entrance","B: Middle",1
19,"Male","China",1.5,1,"High Distinction","cram at the last second","Semester","Second year","DATA2002",15,"Usually","No",73,8,"No","With parent(s) and/or sibling(s)","Contractor",13,3,"omnivorous",8,7,40,"0",4,"Instagram","Yes","Yes",1,0,"medium-well done","Right","MacOS","Yes",1,3,"a","C: Furthest from the entrance","C: Furthest from the entrance",0
19,"Male","India",3,4,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",40,"Always","No",67,9,"Yes","College or student accomodation","I don't currently work",0,5,"omnivorous",9,3,100,"<5",2,"Instagram","Yes","Yes",1,2,"medium-well done","Right","MacOS","Yes",10,7,"w","C: Furthest from the entrance","B: Middle",7
